label,text
misleading, Video showing a group of the Bolivian army making people respect the quarantine and stay at home by using violence is not from Punata but from Chimbobo.
false, Holding your breath can let you test whether you may have COVID-19.
false, Roche has developed a COVID-19 vaccine.
false, A photo showing Uganda’s first case of COVID-19.
false, Russian President Vladimir Putin releases 800 tigers and 500 lions amid the coronavirus outbreak to keep people at home.
false, Italian Prime Minister Giuseppe Conte was quoted in various posts and graphics on Facebook as saying they have “lost control” of the coronavirus pandemic that is greatly affecting Italy.
false, A new vaccine that can cure COVID-19 patients in 3 hours is now ready.
false, Image attributed to Italian Prime Minister suggesting Italy has lost control.
false, The CDC now says that the coronavirus can survive on surfaces for up to 17 days.
false, “Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”
false, Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.
false, “People´s scientist” found that coronavirus is a bioweapon mixing SARS and HIV.
false," Italy registered 4,200 new recovering cases from coronavirus in 24 hours."
false," Tests results, theft, ban: Three false reports about chloroquine"
false, Will lockdown cause a shortage of banknotes in ATMs?
false, Coronavirus has gripped Italy and nobody is willing to carry corpses off Italy’s streets.
false, Italian police are being brutal on people not following lockdowns; India should follow.
false, “Special military helicopters will spray pesticide against the coronavirus in the skies all over the country.”
false, “Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”
false, “Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus.
misleading, Study suggests malaria drug can treat coronavirus.
false, Footage purportedly showing a looting spree in Mexico prompted by panic over the novel coronavirus was aired on multiple Facebook live streams and viewed by tens of thousands of people during the week of 3/23/20. Posts sharing the streams claimed that the chaotic scene was happening in real-time.
false, Photographs shared hundreds of times online purport to show the coffins of Italian victims of the novel coronavirus pandemic.
false," A video of former Iraqi dictator Saddam Hussein has been shared repeatedly on Facebook, Twitter and Instagram alongside a claim it shows him stating the U.S threatened to spread the novel coronavirus in Iraq during a meeting in the 1990s."
false, Photo showing crowd during an illegal — due to quarantine — Way of the Cross prayers in Wejherowo.
false, COVID-19 patients will not show symptoms for the first 14 days.
false, Video of the current situation in Italy due to coronavirus.
false, Video of Canada PM Justin Trudeau’s wife pleading for people to take COVID-19 seriously.
false," The Russian president, Putin, has left 800 lions outside to make people stay in their homes."
false, Hold your breath for 10 seconds to check if you have the coronavirus.
false, Dr. Naresh Trehan has said that the Indian government is going to declare a national emergency.
misleading, Italian PM broke down over coronavirus deaths in his country.
false, Vaccine made by Roche Medical Company cures COVID-19 in 3 hours.
false, H1N1 was more lethal than COVID-19 in Brazil.
false, China released a movie called “Coronavirus” in 2013.
false, Brazilian government will apply fees to everyone who gets caught on the street after March 24.
misleading, Graphic shows that COVID-19 killed fewer people daily than other diseases.
misleading, Vaccines to cure COVID-19 are ready.
misleading, Lions were released on Russian streets by Vladimir Putin to force people inside.
misleading," WHO has said, do not eat cabbage as it will increase the chance of coronavirus infection."
false," In a seemingly careless message being sent as an e-mail, recipients in Greek are warned that if a company (shop) has to shut down because of the new coronavirus or staff illness or other reason, the sender must notify the sender of that message about the termination of the employment of an employee."
false," A web publication shared hundreds of times on Facebook, Twitter and WhatsApp in Nigeria claims the government will pay each citizen 8,500 naira ($23.60) monthly to encourage Nigerians to stay at home in a bid to slow down the spread of the novel coronavirus."
false," Multiple posts on social media claim that schools in South Africa will reopen months from now in September, as a result of the increase in COVID-19 cases."
false," The text claims that mass media owners, called “Satanists” in the text, are forcing the public to voluntarily look for a coronavirus vaccine. It also describes the vaccine (which still does not exist) as: “A vaccine in which the beast’s mark is present in liquid form with nano-technology, and he will completely control the world and all people.”"
false," After 23:30, the city will be disinfected by a helicopter and the doors and windows should be closed."
false," If people get infected with COVID-19, they may not be able to fully recover."
false, A video has been viewed in multiple Facebook posts and claims to show a man wiping his sweat on the buttons of a lift in a residential block in Hong Kong.
false," A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows the bodies of people who died in Italy after they became infected with the novel coronavirus, COVID-19."
misleading," You should take high doses of Vitamin D against COVID-19; children don’t get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system."
false, American scientists have developed a cure for the coronavirus.
false," People will not be allowed to organize a funeral for any family members who die of COVID-19. Instead, the state will take care of the disposal of the body."
misleading, We’re in a battle against a virus that is in the air.
misleading, Swiss newspaper says president of México is the “worst example” of how COVID-19 is handled.
false, Russia released 500 lions to ensure people would stay inside houses.
false, The video shows Muslims licking plates and spoons to spread the coronavirus.
false, Antibiotic invented in Croatia cures coronavirus.
false, Putin had a press conference and gave people a choice between 15 days isolation and 5 years in prison.
false," A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown."
false, The French state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unemployed due to the coronavirus.
false," “This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”"
false, Washington admits it is the responsible for COVID-19.
false, A vaccine against coronavirus was developed.
false," George Soros is one of the people responsible for the new coronavirus, born in a laboratory."
false, Italian mimicks Muslim prayers because of fear from COVID-19.
false, Photo shows dozens of wooden coffins of people dead from the coronavirus in Italy.
false, South African mayor claimed that Interferon alpha-2b is a vaccine for the new coronavirus.
misleading, You shouldn’t take Ibuprofen because it appears this drug would enhance and accelerate the effects of COVID-19.
false, Russia has released 500 lions to enforce the quarantine for COVID-19.
false," A video has been viewed tens of thousands of times on Facebook, Twitter and YouTube alongside a claim it shows Italian nationals expressing their gratitude to China for providing aid during the novel coronavirus pandemic."
misleading," A WhatsApp forward claimed that a vaccine for coronavirus has been discovered. It also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book. The viral forward reads, “It is not a new disease as it is already mentioned in the Intermediate Zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesser-known books as they are mostly busy with famous books. (Book name: Zoology, Writer: Dr. Ramesh Gupta, Page No. 1072.) Friends, this is not fake news so I request you to kindly share it maximum so all coronavirus patients are treated in time.”"
false, The mayor of Guayaquil in Ecuador lied about her health condition
false, The Health Minister in Ecuador quit her job because she was forced to lie about the statistics of COVID-19 related cases.
false, The president of Ecuador doesn’t ask for help to China because of the IMF
false, Whatsapp audio ensures there will be a 24-hour curfew for 5 days in Ecuador.
false, Fake Twitter account of the Ecuadorean Health Ministry.
false, People are still shopping in malls in spite of the curfew and mobility restrictions in Ecuador.
false, The vaccine that China is testing for COVID-19 is bad for humans.
false, An image encourages people to stay home and not go out to terraces or balconies .
false," Because of the global quarantine, the WHO and the Ecuadorian government have given a weekly bonus to each family for food and medicine."
false, Ecuadorian government gives money to people from Venezuela.
false, Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic.
false, Kaletra protocol for HIV (lopinavirus – ritonavir) is effective to treat COVID-19.
false, The second COVID-19 infection is worse than the first one and can be fatal.
false, An image has been shared multiple times on Facebook in Liberia in support of a claim that pastors were beaten for defying government restrictions on religious gatherings amid the novel coronavirus outbreak.
false, Whether 60 Democrats voted against coronavirus stimulus bill.
false, Russian President Putin released 500 lions onto the streets to keep people indoors.
false, Getting a flu shot increases the risk of coronavirus by 36%.
false, An Arabic poem from 1170 predicted COVID-19.
false, President Trump refers to the coronavirus as a hoax in an audio clip.
false, Does vaping reduce your chances of getting the coronavirus?
misleading," High intensity workouts inhibit the immune system. Very intense workouts might reduce immune system efficiency, but not fully documented."
false, Cristiano Ronaldo converts hotels to coronavirus hospitals.
false, Germany refused to take any help from China.
false," Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus."
false, The new coronavirus is artificial and has been created in the British labs.
misleading, This list shared by Johns Hopkins Institute is giving advices to prevent and fight COVID-19.
false, Phase 3 means that if Mexico reaches phase 4 all the hospitals that are helping older people are going to let them die to give care to the young.
false," The newspaper Southern Times is warning its readers to avoid Kenyans at all costs, because of the COVID-19 outbreak."
false, Holding your breath for 10 seconds is a way to test for the coronavirus.
misleading, Japan has created effective medicine against COVID-19.
misleading, The video in which doctor and Brazilian TV personality Drauzio Varella says he will continue walking on the streets.
false, Poland did not let the Russian planes with humanitarian aid to Italy to pass above its airspace.
false, This wagon bears the inscription COVID-19.
false, Consuming colloidal silver prevents or serve as a treatment for the new coronavirus.
false, The new coronavirus is not dangerous – the illustrative example is the Diamond Princess statistics.
false, The Brazilian Navy established a treatment protocol for COVID-19 patients with mild symptoms using Invermectin.
false, Screenshots showing chyrons of two TV channels say that people belonging to the Brahmin and Rajput castes cannot get infected by COVID-19 because their blood is warm.
false, Vladimir Putin released 500+ lions on the streets of Russia to ensure that people stay indoors during the coronavirus pandemic.
false, Video shows Canadian PM Trudeau’s wife in quarantine.
false," Russia released 500 lions, forcing people to stay indoors given the COVID-19 pandemic."
false, Aspirating boiling water vapor for five minutes deactivates the coronavirus.
false, Lemon and bicarbonate kill the virus.
false, Photographs of the Army in Dublin city centre show that the country is about to go into lockdown.
false, US military brought the virus to Wuhan on October 2019.
false, Polish telecommunications provider PLAY has installed 5G antennas during quarantine.
false, Russian president using lions to ensure people stayed indoors in Russia.
false, Channel 4’s Jon Snow is infected with coronavirus.
misleading, Initial lack of evidence for human-to-human COVID-19 transmission unusual.
false," Tom Hanks died, confessed admiration for Trump."
false, Helicopters Are Spraying Disinfectants To Try To Eradicate coronavirus.
false, A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.
false, The government of Spain is going to declare a state of emergency.
false, Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.
false, Poison spray for coronavirus from Malaysia and Singapore by air.
false, The Peruvian Social Security is offering monetary help to some people included in a list to endure the quarantine.
false, Social media posts suggest Zimbabwean police flogged churches who gathered in defiance to warnings encouraging social distancing.
false," “Boil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages … Mucus is the problem, it’s where the virus lives!”"
false, The photo shows the funeral of Turkish deceased general Aytac Yalman due to COVID-19.
misleading, A video shows coronavirus patients at an airport in China and gauges how serious the situation is.
false, A drug made from cow urine or pigeon membrane can cure coronavirus.
false, Five helicopters will disinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside.
false, Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.
false, An image has been shared thousands of times in multiple posts on Facebook alongside a claim that it shows a medicine created by U.S. scientists that can cure the novel coronavirus.
false," A photo has been shared hundreds of times in multiple Facebook, Twitter and Instagram posts alongside a claim that it shows Italy’s president crying over the novel coronavirus epidemic that has claimed thousands of lives in his country."
false, A video shared thousands of times on Facebook claims to show police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19.
false, A purported emergency notice from Australian authorities has been shared hundreds of times in multiple posts on Facebook and Twitter. It states people can receive free home visits from doctors during the novel coronavirus pandemic.
misleading, A viral WhatsApp voice note in Nigeria claims that the coronavirus could kill up to 45 million Nigerians.
false, Russian President Vladimir Putin released 800 lions and tigers across Russia to stop people from leaving home.
false, Science Minister Pedro Duque was hospitalized due to coronavirus in Denia.
false," DRC president, Felix Tshisekedi, has suspended the payment of rents and water and electricity bills because of coronavirus."
false," A photo showing nurses raising their middle fingers against the French government, with a caption against the French President."
false, Vladimir Putin “released 500 lions to monitor the quarantine.”
false," One photograph of the meeting of the Bolivian health minister, Anibal Cruz with delegates, hints that they are hiding current figures of the infections with COVID-19 to the population"
false," President Giammattei said that the country has 10,000 COVID-19 tests."
false, Photo of the “crying president of Italy” with a caption stating Italy was not prepared to deal with the coronavirus outbreak despite having adequate health facilities.
false, Prime Minister Narendra Modi announced a 14-hour curfew as the virus lives for 12 hours on surfaces.
false, Celebrities spreading misinformation about coronavirus and the Janata curfew in India.
false, “Go to 2020census.gov and fill out this census form so you can get your stimulus check.”
misleading," A screenshot of a Nigerian television station showing a breakdown of “472 confirmed cases” has been shared on Facebook, Twitter, and WhatsApp alongside claims it shows novel coronavirus cases across the country."
false," A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube alongside a claim that it shows a drone launching fireworks at people who breached a curfew in Malaysia during a nationwide coronavirus lockdown."
false, Belgium Health Minister has banned group sex due to coronavirus outbreak associated with orgy.
false," Three photos showing coffins lined up in an enclosed space have been released on social media with a message about the coronavirus pandemic in Italy. “This is Italy,” he said."
false," There is science behind Indian Prime minister Modi’s 5 p.m. clapping initiative: Clapping generates vibration which can kill coronavirus. Also, 3/22/20 is Amavasya."
misleading, Photo of coffins of coronavirus patients who died in a single day in Italy.
misleading, Dolphins and swans return to Italy waterways after COVID-19 lockdown.
misleading, Clapping together at 5 p.m. will create a vibration which will destroy coronavirus.
false, The Brazilian doctor Drauzio Varella defends that the population doesn’t need a lockout.
false," After coronavirus pandemic, Chinese president said it’s China’s time to lead the world."
false, Egyptian Health Minister arrive in Italy with secret coronavirus cure.
false," Trump faints, is infected with coronavirus."
misleading, A video shows chaos in London while coronavirus spreads.
false, People rioting on the streets of London due to economic crisis in the wake of coronavirus outbreak.
false, A video of police arresting a man has been viewed thousands of times on Facebook and Twitter alongside a claim it shows police in Italy detaining a man who flouted a national lockdown during the novel coronavirus pandemic.
misleading, Two malaria medications work to treat COVID-19.
false, Voice message of a so-called ombudsman that says that internet may collapse in Argentina.
misleading, Turkey helped Italy with 200.000 masks and other equipment but nobody took notice.
false, Russian government has unleashed lions on the streets to impose a public curfew.
false, Doctors and nurses in Italy are dying and are lying dead on the ground due to the coronavirus outbreak.
false, Chancellor Angela Merkel knew of the pandemic since 2013; the virus is from a laboratory.
false, Drinking alcohol beverages can help prevent COVID-19.
false," Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.”"
misleading," A photo of a group of people holding a banner that bears the Chinese and Malaysian flags has been shared thousands of times on Facebook and Twitter alongside a claim it shows Chinese doctors arriving in Malaysia to combat the novel coronavirus, COVID-19."
false, Italian Prime Minister Giuseppe Conte broke down amid COVID-19 deaths in his country.
false, A Facebook post in Australia claims sufferers of respiratory conditions can access a “rescue pack” of medication by asking a general practitioner.
false, Multiple Facebook and Twitter posts shared thousands of times by Australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.
false, A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.
false, A Twitter user claimed that Russia released 500 tigers to keep people inside during lockdown.
false," “In Chicago, COVID-19 actually lowered the death rate.”"
false," In a video made by Dr. Mario Pesaresi, he recommends water steam to deactivate the coronavirus."
false, An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure for COVID-19.
false, WHO confirmed COVID-19 as airborne.
false, Second-hand clothes and blankets sold cheaply in African markets are infected with coronavirus.
false, A statue of the Virgin Mary from Loreto will be carried by a plane over Italy to ask for the pandemic of COVID-19 to stop.
false, Army to be deployed to respond to COVID-19 pandemic.
false, One Polish telecommunications company used the quarantine as a cover up to put 100 5G antennas in Gdynia.
misleading, A WhatsApp forward claimed that a vaccine for coronavirus has been discovered and that the treatment for coronavirus is mentioned in an Intermediate Zoology book.
false," Drauzio Varella, one of Brazil’s most famous doctors, stated in a video on 3/22/20: There’s no coronavirus crisis; this is just a strong cold. There’s no reason for changing your routine unless you are infected."
misleading," Yves Levy, husband of the former french health minister Agnès Buzyn, inaugurated the P4 laboratory of Wuhan in China, where the coronavirus was created."
false, Robbers pretend to test for COVID-19 and use it as pretext to rob houses.
false, The COVID-19 cases have reached a peak and people must not go outside even for groceries.
false, Famous Brazilian doctor posted for people “not to panic” about COVID-19 and keep up with their lives.
false, Helicopters are spraying disinfectants to stop the spread of coronavirus.
false, IPhoto shows people falling dead on Italian streets from COVID-19.
false, Black people are immune to the coronavirus.
false, Boiled orange peels with cayenne pepper are a cure for coronavirus.
false, COVID-19 stands for “Chinese Originated Viral Infectious Disease.”
false," NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015."
false, Photos show leftist groups Anakbayan and Kilusang Mayo Uno (KMU) holding a rally amid the Luzon-wide enhanced community quarantine.
false, A claim that neem leaves can cure the novel coronavirus and relieve its symptoms has been shared thousands of times in multiple Facebook posts.
misleading, Air cleaner removes the virus from the air and surfaces. Full page ad in national newspaper in Denmark.
false," In Japan, coronavirus was defeated with the drug Avigan."
misleading, One can destroy the new coronavirus by doing the following breathing exercises.
false," A memo from the St. Luke’s Hospital of Kansas says drinking alcohol lowers the risk of getting infected with COVID-19. Vodka is most recommended for drinking, cleaning and sanitizing."
misleading, A photo set on Facebook shows several countries mobilizing their military to maintain public order during the COVID-19 pandemic.
false, Giving high doses of vitamin C to patients with COVID-19 has proved to be effective in combating the disease.
false, “I see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in Kansas City or St. Louis.”
false," A video shows Zimbabwean police beating people gathered at a church service, who were in defiance of the ban on public gatherings during the COVID-19 pandemic."
false, A video shows healthcare workers dancing in a hospital. The caption says it was filmed in Israel after all COVID-19 patients in the hospital were cured.
false, Doctors are including “COVID-19 suspect” on death certificates because hospitals receive 18.000 Brazilian reais for each registered COVID-19 death.
false," A video shows healthcare workers celebrating in a hospital. The caption says it was filmed in Messejana Hospital, in Fortaleza, Brazil, after all COVID-19 patients were cured and a whole hospital wing was closed."
false," João Doria, governor of São Paulo, tested positive for COVID-19."
false, A video claimed that clapping from balconies during Janata Curfew in India was sound therapy meant to ward off evil spirit.
false, A message claimed that Russia released 500 lions on streets to keep people confined to their homes due to Covid-19 outbreak.
false, Clapping hands in during the Janata Curfew in India kills Coronavirus.
false, Video shows Coronavirus leaving the world thanks to clapping hands.
false, The King of Spain has plagiarized his COVID-19 speech from a book.
false, The schools in Bizkaia in Spain do not close until September.
false, A video posted on Twitter shows a group of Chinese people converting to Islam under the argument that Muslims are immune to COVID-19.
false," A photo showing hundreds of people in the Montparnasse train station in Paris, despite confinement measures due to the novel coronavirus."
false, A letter from the French ministry of Education saying summer holidays will be postponed because of the coronavirus outbreak.
false, Sophie Trudeau is sharing her COVID-19 experience.
false, A positive COVID-19 patient recently met Narendra Modi.
false, A line of coffins suggesting they are from Italy currently.
false, Cow urine is helpful to fight coronavirus.
false," The Colombian government just made it official that all citizens will receive 350,000 pesos a week for staying home to prevent the proliferation” of COVID-19."
false, Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.
false, Sick COVID-19 patients at the airport runway in Senegal.
false, Image claims that dead bodies from Italy are kept in a room.
false, Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus.
false, Coronavirus will be cured after a 14-hour curfew.
false, Bitter gourd juice can cure coronavirus.
false, “Only India can resist coronavirus” — Saudi Crown Prince Mohammad Bin Salman.
false, Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.
false, US Homeland Security mobilizing National Guard to combat coronavirus.
false, Joe Biden tested positive for coronavirus.
false, Coronavirus cases linked to 5G rollout.
false, Photo shows coffins from coronavirus outbreak in Italy.
misleading, Elderly COVID-19 patients won’t have access to respirators
false," Seeing the rise of novel coronavirus in India, the WHO has recommended the government of India lockdown the country from 4/15/20 to 6/15/20."
false," A WhatsApp video claims that the lady shown is the wife of Canada’s PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances."
false, Doctors are giving out “rescue packs” for people with pre-existing respiratory conditions.
false," “If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.”"
false," If people violate the quarantine measures in Ukraine, they will be imprisoned."
misleading, Pets can transmit the new coronavirus.
false, Fill out a 2020 U.S. Census form to receive an economic stimulus payment.
misleading, Rinsing throat and nose with warm and salt water will prevent the new coronavirus.
false, A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation’s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks — seemingly against precautions during the novel coronavirus pandemic.
misleading," The death of Kobe Bryant overshadowed the news that an American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID-19 in August 2019 in the USA."
false, Worshipers were beaten by policemen because they gathered in a church.
false, A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital.
misleading, 22 travelers in Uganda for the EU-Uganda Business Summit scheduled for early March had refused to go into quarantine.
false, It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus.
misleading, Chloroquine could cure coronavirus.
false," Stocks of “medical masks” made in Woippy, in Moselle, by a company are being blocked for lack of “agreement of the government,” in spite of a shortage of masks in France."
false, Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”
false, “19 Tigers fans got infected with COVID-19 in NY.”
false, People with type O blood are more resistant to COVID-19.
false, Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.
false, A purported warning from Australian hospitals has been shared thousands of times in multiple posts on Facebook that using petrol pumps can enable the spread of the novel coronavirus.
false, Coronavirus can live only up to 12 hours on any surface.
false, Video of Canadian PM Justin Trudeau’s wife who is suffering from COVID-19.
false, The Brazilian government initiated the registration process for the coronavirus financial aid by WhatsApp.
misleading, Putin declares: “Comply with quarantine or face prison for five years.”
false, Coronavirus is nothing but Sarin Gas.
misleading, U.S. Army sells food just like the Egyptian Army.
misleading, Pollution rate decreased in the aftermath of the coronavirus outbreak.
false, Janta curfew or nationwide for 14 hours will break the chain of coronavirus spread and see a reduction of 40% of cases.
misleading," A drug called Favipiravir is a cure for coronavirus, and people are advised not to go inside their homes wearing shoes because they can bring the infection home."
false, A chart comparing those infected and killed by the coronavirus in Argentina and Spain.
false, Lukewarm water with lemon or water with lemon and bicarbonate are preventive measures for COVID-19.
false, Croatia to be put in “total quarantine” due to secret deal between authorities and the Red Cross.
false, Biden campaign claims a top CDC official was “silenced.”
false, Denmark passed from 200 new cases of COVID-19 in one day to only 26 cases.
false, Korean drama predicted the occurrence of COVID-19 in 2018.
misleading, There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers.
false, The quarantine in Italy showed more clean waters in Venice with fish and a dolphin.
false," Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell  the “antidotes.”"
false, A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.
false, A video from a British broadcaster shows Italian coronavirus victims got taken down.
false, Italy’s president was caught on camera crying over and regretting country’s coronavirus response.
misleading," Coronavirus life span in a single place is 8 hours, and the Janata Curfew in India is for 14 hours. Thanks to 12 hours of Janata Curfew, the virus will be killed."
false, This is a self-check test for coronavirus.
false, Egypt discovered a treatment for COVID-19.
false," Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected."
false, Media outlets duped the public saying coronavirus killed the same man twice.
false, A photo that has gone viral in social media shows a military convoy transporting people who died from the COVID-19 pandemic in Italy.
false, An African plant called “vernonia” “kongolo bololo” or “ndolè” is useful against COVID-19.
false, Oregano essential oil protects against COVID-19.
false," India’s National Security Council, Prime Minister’s Office has released a list of restricted activities after the Coronavirus outbreak."
false, Dr. Devi Shetty released a controversial audio clip on COVID 19.
false, Education Ministry will approve the exams of every student in Spain.
false, Vladimir Putin accused the “rest of the leaders” of having a plan to “reduce the world population.”
false, People are committing suicide due to the quarantine in Spain.
false, A Facebook post suggests that China has created the new coronavirus in order to kill 1% of its population.
true, Don’t take NSAIDs. This medicine worsens the symptom.
misleading," If you see a person wearing a white wristband, leave him alone. He is under quarantine."
misleading, The symptoms of the first nine days when one contracts COVID-19.
misleading, Many foreigners wiped their saliva onto the handle of Taipei’s metro to spread COVID-19.
false, The spokesman for Chinese Foreign Ministry Zhao Lijian: American CDC admitted that COVID-19 patients were misdiagnosed as flu. U.S. Army is responsible for the outbreak in Wuhan.
misleading, University of Vienna declares Ibuprofen makes the COVID-19 disease worse.
false, Dr. Yavuz Dizdar’s multiple allegations around the COVID-19.
false, An audio clip suggests that the WHO has advised a lockdown.
false," In an Ethiopian Airlines flight from Italy to Addis Ababa airport this evening, most of the passengers are infected with the virus, and there is no strength except in God."
false, Saddam Hussein talked about coronavirus to his cabinet and army in the nineties. He said that America has threatened him to spread this virus if he doesn’t follow their command.
false, Hospitals are advising people to wear gloves at petrol pumps.
false, Gargling with warm salt water can cure from the coronavirus.
false, Claim that the outbreak of COVID-19 is not real.
false, Claim that the outbreak of the virus was caused by 5G.
false, Elderly people who are caught wandering outside in Brazil will have their pensions canceled by the government.
false," Photos show Maju Coutinho (a well known Brazilian journalist) walking around in Leblon beach with her boyfriend, even though she is urging people to stay inside during the pandemic."
false, Burglars are disguised as health agents to invade and rob apartment buildings in Belo Horizonte and Goiânia.
false," Atacadão, a supermarket chain in Brazil, is distributing goods for free. You might get them if you leave a comment on the post."
false, “The chloroquine stock in Paris hospitals was robbed”.
misleading, This graph compares coronavirus deaths with other diseases.
misleading, Romania is introducing a new law that will penalize breaking the quarantine with 15 years of imprisonment.
false, COVID-19 was created in a lab to be used as a biological weapon.
false, India will go under lockdown from 4/15/20 to 6/15/20.
false, Viral post claims that a COVID-19 infected patient was found in Hsipaw township hospital in Myanmar.
false, “Gale of the wind” and “Neem Tree” leaves are good medicine to protect from the coronavirus.
false, Pope Francis ran away at a public meeting due to coronavirus fear.
false, After COVID-19 outbreak in europe Muslims and non-Muslims have come out in the streets shouting praises for Allah and reading Kalma.
false, Saddam Hussein predicted the coronavirus outbreak 40 years ago.
false, Eight COVID-19 patients in Ghana have recovered.
misleading, Persons with blood type A are more prone to coronavirus.
false, People with type A blood are more prone to get the new coronavirus.
misleading," There’s definitive proof that chloroquine, hydroxychloroquine, are effective against COVID-19."
false, Fox News won Pulitzer for coronavirus coverage.
misleading, WhatsApp chain sent by a doctor at Vall d’Hebron Hospital (Barcelona) about coronavirus
false, Video recorded by a Muslim resident in Spain who accumulates supplies for coronavirus
false, El País publishes that Renfe is proposing an ERTE for its employees due to the coronavirus.
false, These remarks were made by Spanish Health official Fernando Simón “9 days ago”
false, MIlitary planes are going to fumigate the region of Comunidad Valenciana to disinfect it from coronavirus
false, Speech from Spanish King Felipe VI about coronavirus was plagiarized from the book “Palmeras en la Nieve” or “Las Palmeras.”
misleading," A WhatsApp forward claims Prime Minister Narendra Modi called for a 14-hour long “Janta Curfew” on 3/22/20 from 7 a.m. to 9 p.m. because the lifespan of the coronavirus in one place is only 12 hours and if we all follow the Janta Curfew religiously, then the chain will be broken"
false, Andhra Pradesh Chief Minister YS Jagan Reddy has claimed that Paracetamol is the only medication for coronavirus.
false, The United States of America threatened Iraq with coronavirus in 1990.
false, The new coronavirus created by China in a laboratory to “kill 1% of its population”.
false, Janta curfew in India will help break the chain of transmission.
misleading," The original form of the Corona COVID-19 virus after being enlarged 2,600 times"
misleading, Video of the American Army distributing the coronavirus in China.
false, Gargling with warm water and salt or vinegar can kill coronavirus.
false, President Donald Trump tried to buy a vaccine developed in Germany.
misleading, A WhatsApp message resembling an Nigerian CDC circular says Nigeria has not placed a travel ban or provided quarantine measures for travellers from countries with coronavirus cases.
false, Spain is the European country where the coronavirus is more lethal.
false, Spaniards need to carry a work certificate or purchase receipts to justify to the Security Forces why they have taken to the streets under the state of alarm.
misleading, Chloroquine cures COVID-19.
false," A post has been shared tens of thousands of times on Facebook and Twitter which claims that a factory in the Australian city of Melbourne has been hoarding essential supplies including baby formula, toilet paper and hand sanitiser for export to China during the novel coronavirus pandemic."
false, Chloroquine was forbidden by a French government decree in January.
